country,date,temperature_mean,temperature_max,temperature_min,precipitation,windspeed_mean,windspeed_max,evapotranspiration,solar_radiation
Wales,2015-05-24,11.892,14.512,9.128,0.4,12.594,16.827,1.901,12.753
Wales,2015-05-25,11.629,14.012,9.145,0.0,11.005,15.376,2.089,12.897
Wales,2015-05-26,12.47,15.162,9.845,0.0,11.632,15.546,2.641,17.157
Wales,2015-05-27,11.154,14.978,6.862,1.567,15.071,27.993,2.727,19.557
Wales,2015-05-28,10.971,12.712,8.828,0.867,20.358,24.361,3.261,23.537
Wales,2015-05-29,10.364,11.778,9.312,9.633,19.514,27.971,2.595,19.11
Wales,2015-05-30,10.512,13.062,7.228,0.5,13.321,21.783,3.136,21.483
Wales,2015-05-31,11.239,12.528,9.028,4.733,23.182,27.227,2.296,13.903
Wales,2015-06-01,10.178,12.328,8.278,19.133,26.816,40.737,1.813,11.07
Wales,2015-06-02,12.781,13.878,11.278,6.433,31.869,40.33,1.951,13.787
Wales,2015-06-03,11.818,14.128,9.745,0.2,16.234,24.506,3.219,22.513
Wales,2015-06-04,13.307,18.195,6.462,0.0,9.179,15.244,4.124,27.973
Wales,2015-06-05,13.357,15.195,10.612,0.267,17.977,27.939,2.915,19.683
Wales,2015-06-06,11.614,13.495,9.962,0.9,24.25,30.547,3.444,24.563
Wales,2015-06-07,12.195,15.745,7.645,0.0,10.463,16.246,4.02,27.237
Wales,2015-06-08,11.9,15.245,7.262,0.0,13.875,17.349,3.871,23.907
Wales,2015-06-09,11.639,14.562,7.595,0.0,16.584,22.233,3.41,21.237
Wales,2015-06-10,11.968,16.495,6.412,0.0,16.234,20.264,4.26,29.013
Wales,2015-06-11,15.437,21.695,8.795,0.0,19.535,23.496,4.276,23.173
Wales,2015-06-12,16.425,19.528,13.112,7.133,11.379,17.126,2.574,12.737
Wales,2015-06-13,14.202,15.995,12.812,9.767,8.17,13.545,1.156,6.82
Wales,2015-06-14,13.026,14.978,10.478,0.033,10.431,13.462,2.554,16.187
Wales,2015-06-15,13.912,16.795,10.762,0.067,8.305,12.835,3.12,19.587
Wales,2015-06-16,13.669,16.828,9.928,0.0,10.986,16.15,3.364,23.403
Wales,2015-06-17,14.653,16.528,12.462,1.067,18.734,26.058,1.34,9.173
Wales,2015-06-18,13.706,15.662,11.378,0.0,13.536,17.497,3.809,27.323
Wales,2015-06-19,12.932,15.912,9.012,0.0,11.928,17.532,3.47,24.127
Wales,2015-06-20,15.042,17.328,12.395,1.267,13.671,19.714,1.824,12.08
Wales,2015-06-21,13.781,15.245,12.128,1.933,20.667,25.729,2.874,18.11
Wales,2015-06-22,12.846,15.362,11.028,2.667,17.411,24.388,3.09,20.56
Wales,2015-06-23,13.817,17.112,9.345,0.0,7.268,11.851,3.608,23.797
Wales,2015-06-24,14.301,17.262,10.245,0.1,10.512,15.342,2.965,19.523
Wales,2015-06-25,16.282,20.012,12.878,0.1,9.696,13.515,3.245,19.327
Wales,2015-06-26,15.579,17.878,13.412,2.867,15.928,22.121,1.912,10.957
Wales,2015-06-27,15.454,17.945,12.812,0.133,15.488,20.902,3.337,21.56
Wales,2015-06-28,15.499,17.562,13.895,5.067,19.609,26.278,2.506,16.17
Wales,2015-06-29,16.358,19.745,13.028,0.233,9.895,14.223,3.825,23.85
Wales,2015-06-30,20.396,25.678,15.028,0.0,12.519,16.469,5.486,28.55
Wales,2015-07-01,21.366,25.162,16.395,0.833,13.117,18.821,4.474,20.08
Wales,2015-07-02,16.401,18.178,13.795,2.8,10.19,16.67,2.297,13.887
Wales,2015-07-03,17.807,23.228,10.328,0.2,12.628,20.402,4.69,25.173
Wales,2015-07-04,17.84,19.562,14.995,2.433,17.784,25.146,3.462,21.7
Wales,2015-07-05,15.021,17.628,12.828,11.567,14.905,22.924,2.804,19.5
Wales,2015-07-06,15.388,17.678,13.178,7.867,18.254,24.597,1.46,6.233
Wales,2015-07-07,15.635,17.028,13.245,4.533,24.667,31.552,3.047,21.617
Wales,2015-07-08,14.675,16.662,13.362,3.633,23.466,29.944,2.657,15.013
Wales,2015-07-09,14.493,17.045,11.528,0.0,9.399,11.566,3.884,25.547
Wales,2015-07-10,16.81,21.628,11.112,0.3,11.613,17.987,4.471,26.583
Wales,2015-07-11,15.892,17.728,14.462,1.467,18.692,24.831,2.805,17.463
Wales,2015-07-12,16.247,18.312,14.862,4.167,18.365,24.486,2.902,19.387
Wales,2015-07-13,15.903,17.012,14.678,6.033,19.035,27.393,0.829,4.213
Wales,2015-07-14,16.3,17.995,14.995,1.667,9.511,14.809,1.469,7.693
Wales,2015-07-15,16.151,18.545,13.928,0.467,9.285,14.904,3.366,20.123
Wales,2015-07-16,17.163,22.062,11.478,0.467,14.733,20.288,3.319,17.96
Wales,2015-07-17,16.208,18.162,13.612,0.633,21.407,26.168,3.21,21.107
Wales,2015-07-18,15.126,17.612,12.845,0.4,16.912,21.602,3.571,21.527
Wales,2015-07-19,14.869,17.112,12.912,4.9,13.494,22.676,3.666,24.223
Wales,2015-07-20,15.631,19.312,10.778,2.033,16.292,28.096,1.802,9.43
Wales,2015-07-21,16.37,18.628,14.578,2.0,22.726,27.919,3.058,18.997
Wales,2015-07-22,15.173,16.862,13.578,0.767,14.899,21.043,3.073,20.007
Wales,2015-07-23,14.735,16.895,12.562,0.3,10.757,15.714,3.014,18.777
Wales,2015-07-24,13.417,14.528,12.278,24.633,12.764,19.967,0.986,4.4
Wales,2015-07-25,13.294,15.678,10.928,0.867,16.164,21.648,3.3,22.07
Wales,2015-07-26,13.606,16.278,11.545,14.6,19.771,28.009,1.308,6.45
Wales,2015-07-27,14.919,15.978,14.128,5.067,27.466,32.506,2.072,12.063
Wales,2015-07-28,13.419,14.962,11.778,2.767,22.702,28.542,2.858,17.883
Wales,2015-07-29,12.845,14.962,10.478,1.4,17.413,21.202,2.807,18.63
Wales,2015-07-30,12.678,15.245,10.128,0.167,13.154,17.883,2.866,18.073
Wales,2015-07-31,12.334,16.028,6.912,0.133,8.819,15.536,3.368,23.15
Wales,2015-08-01,14.426,16.712,12.312,2.2,14.806,21.758,2.354,14.587
Wales,2015-08-02,16.79,20.695,12.978,0.533,16.456,25.403,3.744,20.873
Wales,2015-08-03,16.696,18.062,14.478,2.233,20.568,24.653,2.626,13.78
Wales,2015-08-04,14.737,16.178,13.712,2.1,23.753,28.247,1.831,8.997
Wales,2015-08-05,15.777,18.262,13.445,3.767,19.636,26.976,2.293,12.423
Wales,2015-08-06,15.473,16.695,12.828,1.2,14.043,19.835,2.367,15.43
Wales,2015-08-07,14.344,18.428,8.478,0.0,5.622,10.761,3.224,20.077
Wales,2015-08-08,15.205,19.312,10.928,0.0,8.268,16.37,3.793,24.313
Wales,2015-08-09,16.212,18.878,13.578,0.567,15.629,20.19,2.351,13.853
Wales,2015-08-10,16.453,18.012,13.528,3.033,16.791,22.605,2.134,14.967
Wales,2015-08-11,15.191,18.212,11.845,0.0,6.543,11.538,2.419,14.417
Wales,2015-08-12,17.326,22.045,12.528,0.0,10.12,13.36,3.867,22.077
Wales,2015-08-13,17.346,20.578,14.128,7.633,15.248,20.601,2.172,10.833
Wales,2015-08-14,15.921,17.112,13.912,10.333,13.327,18.109,1.276,7.263
Wales,2015-08-15,13.698,15.512,11.545,0.067,12.275,17.456,2.82,18.517
Wales,2015-08-16,13.98,16.828,10.078,0.233,4.534,7.365,2.277,14.16
Wales,2015-08-17,15.711,18.912,11.512,0.0,5.586,8.662,2.688,16.073
Wales,2015-08-18,15.117,18.462,11.462,0.0,10.352,18.271,3.203,21.14
Wales,2015-08-19,15.058,16.662,13.378,11.333,15.657,26.198,0.763,4.223
Wales,2015-08-20,17.181,20.278,14.912,1.667,15.073,21.018,1.867,10.763
Wales,2015-08-21,17.88,20.078,16.395,5.767,19.34,24.893,1.56,9.397
Wales,2015-08-22,17.678,21.062,14.928,7.233,7.779,16.278,1.741,9.623
Wales,2015-08-23,15.977,18.412,12.778,35.0,12.919,20.769,1.268,7.46
Wales,2015-08-24,13.971,16.595,11.362,3.067,11.018,18.025,1.743,10.38
Wales,2015-08-25,14.314,16.662,11.778,4.933,17.928,29.576,1.267,6.453
Wales,2015-08-26,15.942,17.645,13.728,24.4,23.746,31.564,2.503,16.373
Wales,2015-08-27,14.048,16.328,11.912,6.633,17.075,22.203,2.235,15.6
Wales,2015-08-28,14.753,17.095,12.878,0.833,17.177,23.455,2.493,15.293
Wales,2015-08-29,15.602,18.262,13.195,0.1,10.939,14.962,2.31,14.087
Wales,2015-08-30,14.521,17.362,10.378,3.5,6.563,10.294,1.42,7.813
Wales,2015-08-31,14.762,16.878,12.928,6.933,11.904,16.066,1.827,10.3
Wales,2015-09-01,13.121,16.128,10.178,0.833,12.389,19.308,2.309,15.467
Wales,2015-09-02,12.457,14.945,10.428,0.6,12.895,19.303,2.097,14.34
Wales,2015-09-03,12.411,14.728,10.512,0.233,14.745,19.664,2.084,12.013
Wales,2015-09-04,13.225,15.778,10.795,0.0,14.478,19.938,2.278,13.633
Wales,2015-09-05,13.719,15.712,11.312,0.0,13.594,17.857,2.033,10.803
Wales,2015-09-06,12.192,15.978,7.562,0.0,8.431,12.304,2.245,14.44
Wales,2015-09-07,13.497,17.945,8.745,0.0,5.636,9.097,2.514,16.9
Wales,2015-09-08,13.065,16.728,9.595,0.0,11.591,16.095,2.425,16.503
Wales,2015-09-09,14.076,17.328,11.095,0.0,15.258,20.416,2.084,11.51
Wales,2015-09-10,15.109,19.528,11.728,0.0,15.157,19.574,2.529,15.363
Wales,2015-09-11,15.308,19.495,11.845,2.433,19.675,26.014,2.489,12.86
Wales,2015-09-12,14.121,15.062,12.412,7.8,18.587,24.528,1.988,13.143
Wales,2015-09-13,13.785,16.612,11.428,1.767,14.949,20.62,2.067,12.017
Wales,2015-09-14,12.088,13.695,10.895,18.033,19.151,30.809,0.925,5.027
Wales,2015-09-15,12.998,14.928,10.678,8.033,13.431,23.127,1.549,11.033
Wales,2015-09-16,12.802,16.195,9.645,0.3,14.049,19.529,2.01,11.99
Wales,2015-09-17,12.517,15.628,9.428,0.467,10.48,15.597,1.945,12.443
Wales,2015-09-18,13.381,16.462,10.928,1.167,9.652,17.552,1.639,10.863
Wales,2015-09-19,12.741,16.778,8.345,0.0,5.441,8.939,1.766,12.017
Wales,2015-09-20,12.92,15.245,9.962,0.3,10.753,17.137,1.288,7.637
Wales,2015-09-21,13.331,14.928,12.078,5.367,16.414,20.745,1.326,8.777
Wales,2015-09-22,11.851,13.578,10.478,6.967,18.004,23.732,1.544,10.45
Wales,2015-09-23,12.694,15.162,9.095,1.5,16.394,23.019,1.256,7.647
Wales,2015-09-24,13.112,14.328,11.628,1.433,19.395,24.79,2.078,11.973
Wales,2015-09-25,12.313,14.678,9.728,0.0,9.536,13.769,1.726,10.88
Wales,2015-09-26,11.548,16.395,7.212,0.0,7.895,11.452,2.1,14.57
Wales,2015-09-27,12.023,16.612,7.262,0.0,10.042,14.48,2.098,14.1
Wales,2015-09-28,12.885,17.245,9.128,0.0,14.372,18.286,2.064,13.95
Wales,2015-09-29,13.055,16.895,9.778,0.0,16.538,19.143,1.993,12.75
Wales,2015-09-30,12.806,16.212,9.728,0.0,18.533,23.905,2.156,13.227
Wales,2015-10-01,12.419,16.145,9.445,0.0,14.191,17.771,1.856,12.593
Wales,2015-10-02,11.298,15.628,7.528,0.0,8.804,12.924,1.745,12.947
Wales,2015-10-03,10.086,13.845,6.695,0.0,5.623,8.14,1.174,8.303
Wales,2015-10-04,11.017,15.895,5.978,0.0,12.88,24.654,1.62,10.78
Wales,2015-10-05,15.74,17.728,13.545,6.8,23.419,31.579,1.032,4.71
Wales,2015-10-06,15.407,17.245,14.045,7.3,12.596,19.528,1.06,6.907
Wales,2015-10-07,12.334,14.012,10.678,2.333,18.51,24.794,1.481,7.547
Wales,2015-10-08,11.723,14.695,8.612,0.233,6.736,10.453,1.228,8.54
Wales,2015-10-09,11.502,15.162,7.128,0.0,5.925,9.477,1.097,7.6
Wales,2015-10-10,11.896,14.345,9.695,0.0,14.385,19.621,1.176,6.097
Wales,2015-10-11,11.961,14.228,9.912,0.0,13.634,19.154,1.285,8.447
Wales,2015-10-12,9.959,14.245,6.012,0.0,11.161,18.221,1.547,9.76
Wales,2015-10-13,9.382,12.778,6.628,0.0,11.796,16.107,1.433,9.343
Wales,2015-10-14,8.354,12.095,4.662,0.0,8.945,11.759,1.322,9.837
Wales,2015-10-15,9.151,12.662,5.678,0.0,11.055,14.502,1.159,8.25
Wales,2015-10-16,10.035,13.328,6.578,0.0,12.08,15.884,1.132,7.063
Wales,2015-10-17,9.489,11.745,6.912,0.0,12.516,15.825,1.021,5.72
Wales,2015-10-18,10.984,14.012,8.345,0.0,10.168,12.996,0.937,5.543
Wales,2015-10-19,11.192,13.595,9.045,0.0,7.407,10.143,1.035,7.067
Wales,2015-10-20,10.715,13.462,7.978,0.1,9.692,14.627,1.085,6.893
Wales,2015-10-21,13.137,14.445,11.478,8.533,19.989,25.935,0.542,2.023
Wales,2015-10-22,12.179,13.428,8.928,0.0,17.903,26.834,1.418,6.67
Wales,2015-10-23,11.354,13.245,8.645,0.167,13.877,22.446,1.012,4.957
Wales,2015-10-24,11.147,12.512,8.662,6.0,16.492,21.104,0.695,2.717
Wales,2015-10-25,10.415,13.27,7.67,0.367,17.334,23.416,1.067,5.41
Wales,2015-10-26,12.669,14.878,10.662,5.433,14.913,24.211,0.498,2.77
Wales,2015-10-27,10.889,14.128,7.878,0.0,11.358,20.069,0.927,6.41
Wales,2015-10-28,11.893,13.578,9.428,6.7,15.055,28.369,0.744,4.033
Wales,2015-10-29,13.98,16.845,10.195,11.867,19.399,27.337,0.736,3.937
Wales,2015-10-30,14.064,16.662,11.478,4.5,9.286,17.703,0.879,6.307
Wales,2015-10-31,11.323,14.762,9.178,0.0,6.061,8.585,0.722,5.737
Wales,2015-11-01,10.754,13.962,8.995,0.0,8.948,12.717,0.732,5.96
Wales,2015-11-02,10.821,12.845,9.012,5.633,10.85,13.453,0.535,3.407
Wales,2015-11-03,12.307,13.745,10.995,1.833,9.04,14.278,0.491,3.32
Wales,2015-11-04,13.459,14.395,11.628,7.733,17.428,23.075,0.293,1.0
Wales,2015-11-05,13.762,15.445,12.362,3.333,19.087,25.338,0.248,1.053
Wales,2015-11-06,13.072,15.162,11.228,13.767,23.038,38.758,0.518,2.98
Wales,2015-11-07,12.328,15.145,9.728,9.333,21.914,34.667,0.418,1.34
Wales,2015-11-08,12.458,14.128,9.545,3.567,29.967,35.35,1.04,0.963
Wales,2015-11-09,13.764,14.178,13.228,3.667,25.657,30.626,0.31,0.947
Wales,2015-11-10,13.237,14.278,11.945,2.833,23.427,28.902,0.6,3.25
Wales,2015-11-11,11.906,14.112,9.762,4.0,23.602,37.29,0.612,2.483
Wales,2015-11-12,9.263,11.062,8.128,3.667,30.634,37.781,1.893,5.087
Wales,2015-11-13,10.785,13.628,8.628,14.633,27.337,39.715,0.725,0.667
Wales,2015-11-14,12.867,13.312,12.178,5.233,33.796,38.046,0.571,1.353
Wales,2015-11-15,10.921,13.162,9.962,8.233,23.118,38.997,1.061,3.03
Wales,2015-11-16,12.144,14.262,10.795,10.167,28.177,48.614,0.8,1.513
Wales,2015-11-17,11.908,13.245,10.862,10.1,34.396,43.675,1.123,1.69
Wales,2015-11-18,10.421,11.428,8.762,7.267,20.224,34.936,0.816,1.427
Wales,2015-11-19,7.244,8.595,3.778,1.133,21.453,28.453,1.141,3.857
Wales,2015-11-20,4.33,5.495,3.195,1.1,22.052,32.104,1.139,4.97
Wales,2015-11-21,4.803,7.645,2.528,0.2,9.34,13.674,0.466,3.42
Wales,2015-11-22,4.18,8.745,-0.788,2.367,11.35,22.391,0.592,3.123
Wales,2015-11-23,8.855,10.478,7.412,6.167,21.042,26.641,0.56,1.68
Wales,2015-11-24,9.411,10.228,8.362,1.767,22.226,24.54,0.576,1.343
Wales,2015-11-25,10.121,11.895,8.245,0.033,11.739,16.544,0.476,2.253
Wales,2015-11-26,9.853,11.578,5.128,4.933,22.608,34.653,0.529,1.39
Wales,2015-11-27,7.457,9.662,4.862,7.067,28.276,40.095,0.889,1.067
Wales,2015-11-28,10.042,11.995,8.195,6.767,36.051,47.562,1.03,1.23
Wales,2015-11-29,10.48,12.478,7.478,17.167,28.847,41.132,0.534,0.583
Wales,2015-11-30,11.511,12.362,10.195,1.667,25.373,28.925,0.614,2.093
Wales,2015-12-01,11.343,12.345,10.062,6.933,23.401,28.365,0.738,0.72
Wales,2015-12-02,11.646,12.712,7.912,18.033,24.274,36.142,0.465,1.083
Wales,2015-12-03,10.037,11.678,7.078,0.4,27.917,36.751,0.961,2.6
Wales,2015-12-04,11.001,11.378,10.645,4.333,38.733,41.073,1.181,0.98
Wales,2015-12-05,11.489,12.362,10.078,4.1,24.271,37.632,0.661,1.62
Wales,2015-12-06,12.16,13.545,11.045,5.5,22.365,29.571,0.588,3.013
Wales,2015-12-07,10.107,12.828,7.412,5.833,25.576,34.306,0.927,2.693
Wales,2015-12-08,9.455,11.178,7.362,0.0,26.01,34.249,1.234,3.347
Wales,2015-12-09,9.76,10.962,8.262,11.433,23.863,35.936,0.688,0.947
Wales,2015-12-10,7.717,8.578,5.912,1.533,18.836,24.63,0.685,2.083
Wales,2015-12-11,9.002,11.728,5.378,16.7,23.734,40.586,0.34,0.67
Wales,2015-12-12,8.6,10.812,6.428,2.733,9.279,16.36,0.239,1.543
Wales,2015-12-13,8.869,10.028,7.562,3.2,15.322,20.065,0.231,1.357
Wales,2015-12-14,10.309,12.812,7.928,5.933,16.202,24.056,0.191,0.837
Wales,2015-12-15,12.494,13.212,11.928,9.967,24.589,33.446,0.289,0.88
Wales,2015-12-16,12.518,13.762,11.462,3.833,23.587,29.259,0.576,0.807
Wales,2015-12-17,11.714,12.462,11.178,0.867,20.907,24.355,0.303,1.3
Wales,2015-12-18,13.333,13.878,12.545,15.433,29.42,35.435,0.519,0.41
Wales,2015-12-19,9.987,12.745,8.062,11.733,26.875,34.649,0.605,2.14
Wales,2015-12-20,9.267,11.962,7.428,8.767,24.62,40.352,0.533,0.837
Wales,2015-12-21,11.203,12.728,8.995,15.967,30.404,37.639,0.487,0.31
Wales,2015-12-22,9.021,10.012,7.828,2.4,28.212,38.908,1.132,2.79
Wales,2015-12-23,8.356,10.745,5.745,10.067,30.646,39.532,1.104,2.327
Wales,2015-12-24,9.873,13.178,6.612,11.067,24.563,36.099,0.554,0.703
Wales,2015-12-25,12.812,13.145,11.945,12.267,35.225,39.362,0.697,0.983
Wales,2015-12-26,10.686,13.012,8.428,6.067,12.922,27.235,0.28,1.37
Wales,2015-12-27,11.212,12.228,10.328,3.833,26.94,32.956,0.991,2.27
Wales,2015-12-28,9.794,11.728,8.628,4.1,25.161,37.85,0.794,2.823
Wales,2015-12-29,10.947,13.228,7.912,29.3,30.5,46.105,0.671,0.343
Wales,2015-12-30,6.947,8.678,5.345,7.5,25.498,37.404,0.804,1.6
Wales,2015-12-31,6.069,8.612,2.695,5.533,21.926,33.251,0.518,1.133
Wales,2016-01-01,9.052,9.812,7.912,6.667,19.065,30.723,0.277,0.74
Wales,2016-01-02,7.944,9.195,6.612,15.6,19.336,30.491,0.441,1.38
Wales,2016-01-03,7.817,8.712,7.162,5.433,16.99,19.924,0.35,2.253
Wales,2016-01-04,6.539,7.762,4.878,0.767,8.12,11.567,0.264,2.283
Wales,2016-01-05,5.615,7.995,3.295,1.9,11.147,25.661,0.363,2.947
Wales,2016-01-06,6.808,8.795,5.162,14.167,24.577,33.35,0.842,3.2
Wales,2016-01-07,6.573,8.628,5.262,4.867,15.715,21.562,0.646,2.55
Wales,2016-01-08,7.159,8.162,5.978,12.1,19.138,30.927,0.346,1.373
Wales,2016-01-09,5.352,6.495,4.362,2.333,19.411,31.494,0.522,2.763
Wales,2016-01-10,4.998,6.828,2.928,2.6,10.948,22.869,0.352,2.627
Wales,2016-01-11,5.101,5.845,4.495,3.167,29.636,34.562,0.753,2.34
Wales,2016-01-12,4.472,6.128,3.128,4.767,17.619,24.869,0.591,2.617
Wales,2016-01-13,3.59,5.245,2.478,1.5,20.211,22.478,0.776,4.353
Wales,2016-01-14,3.098,4.512,1.995,0.733,20.118,24.062,0.619,3.753
Wales,2016-01-15,3.264,5.695,-0.855,0.633,7.42,13.466,0.333,2.77
Wales,2016-01-16,5.604,6.562,4.228,1.133,11.186,19.979,0.242,1.657
Wales,2016-01-17,4.912,6.228,3.312,4.767,18.53,23.41,0.296,1.357
Wales,2016-01-18,1.335,3.945,-1.522,0.0,5.885,9.311,0.345,4.023
Wales,2016-01-19,-0.172,3.512,-2.705,0.0,9.902,15.266,0.489,5.003
Wales,2016-01-20,5.215,7.928,0.762,1.433,20.117,25.837,0.326,1.403
Wales,2016-01-21,9.401,11.328,7.712,10.4,24.469,27.898,0.573,3.183
Wales,2016-01-22,8.912,11.162,6.945,4.933,18.926,25.416,0.492,2.763
Wales,2016-01-23,11.301,11.995,10.712,0.367,20.005,23.579,0.3,1.623
Wales,2016-01-24,10.387,12.628,7.495,1.167,24.366,33.384,0.742,1.97
Wales,2016-01-25,9.605,11.162,7.445,19.3,32.961,41.737,0.555,0.44
Wales,2016-01-26,9.913,11.778,5.728,12.067,30.036,40.44,0.671,2.197
Wales,2016-01-27,7.232,9.795,4.828,5.233,24.646,35.305,1.095,3.327
Wales,2016-01-28,9.948,10.495,9.345,10.167,34.693,40.516,0.644,2.42
Wales,2016-01-29,5.896,9.378,4.712,2.733,24.26,29.778,1.215,4.957
Wales,2016-01-30,8.736,11.645,4.812,2.333,24.943,34.98,0.539,1.577
Wales,2016-01-31,10.162,11.545,8.545,1.4,35.322,40.495,1.067,3.143
Wales,2016-02-01,6.874,8.262,4.778,1.167,28.011,34.211,1.509,5.693
Wales,2016-02-02,5.537,7.362,4.012,1.5,24.192,33.574,1.211,4.94
Wales,2016-02-03,9.104,10.345,6.245,2.333,22.51,28.572,0.559,3.06
Wales,2016-02-04,8.783,9.778,7.645,9.433,25.851,33.735,0.608,3.417
Wales,2016-02-05,7.972,10.145,5.712,26.167,22.644,37.996,0.423,0.723
Wales,2016-02-06,6.477,9.428,4.745,13.733,30.099,41.569,0.855,4.25
Wales,2016-02-07,6.938,8.178,5.645,8.233,41.706,51.16,1.316,2.997
Wales,2016-02-08,4.603,5.662,3.645,5.733,24.983,32.928,1.067,6.457
Wales,2016-02-09,4.863,6.845,2.562,2.067,16.878,28.836,0.805,6.287
Wales,2016-02-10,3.921,7.062,0.862,1.167,8.913,13.507,0.719,6.453
Wales,2016-02-11,4.646,7.378,2.612,0.0,14.133,19.057,0.657,4.98
Wales,2016-02-12,4.264,5.828,3.145,1.633,20.513,29.272,0.686,4.313
Wales,2016-02-13,3.628,5.878,1.995,0.1,18.064,26.021,1.031,6.653
Wales,2016-02-14,2.525,5.678,-0.955,0.0,13.001,17.411,1.13,9.07
Wales,2016-02-15,3.112,6.528,-1.588,0.167,16.857,27.021,1.108,7.417
Wales,2016-02-16,5.691,7.028,3.395,16.067,18.17,26.485,0.462,1.447
Wales,2016-02-17,3.637,6.462,0.328,0.167,10.767,16.425,0.934,7.977
Wales,2016-02-18,5.968,8.845,3.112,2.033,18.838,27.628,0.472,2.42
Wales,2016-02-19,9.003,10.412,7.462,4.8,30.257,37.25,0.473,0.973
Wales,2016-02-20,9.966,10.312,9.495,1.667,32.238,35.297,0.421,1.81
Wales,2016-02-21,6.564,9.328,3.978,0.467,14.956,25.811,0.919,5.06
Wales,2016-02-22,4.555,7.945,1.895,0.0,9.363,12.519,1.134,9.76
Wales,2016-02-23,2.763,6.362,-0.288,0.0,8.978,12.503,1.116,10.327
Wales,2016-02-24,2.528,5.312,-0.205,0.0,6.802,9.445,0.854,7.553
Wales,2016-02-25,3.566,6.478,0.945,0.567,13.769,19.999,0.909,6.47
Wales,2016-02-26,3.587,6.312,0.778,0.0,16.465,21.6,1.264,8.14
Wales,2016-02-27,3.794,6.945,1.262,0.0,14.515,21.986,1.121,7.597
Wales,2016-02-28,2.239,5.362,-2.005,2.133,11.471,22.581,0.678,4.673
Wales,2016-02-29,8.696,10.778,5.678,9.7,28.134,31.955,0.741,4.557
Wales,2016-03-01,5.537,6.895,3.812,4.8,33.373,45.515,1.442,7.877
Wales,2016-03-02,5.972,7.812,4.762,4.667,21.99,35.847,1.221,6.857
Wales,2016-03-03,3.485,5.062,1.528,3.367,16.391,24.736,0.998,8.577
Wales,2016-03-04,4.548,7.595,2.512,0.233,18.625,22.763,1.332,10.41
Wales,2016-03-05,3.325,5.045,1.762,0.233,13.603,19.327,0.999,8.17
Wales,2016-03-06,3.53,6.828,0.028,0.633,12.207,17.097,1.115,9.547
Wales,2016-03-07,4.791,8.278,0.778,1.633,11.407,20.152,0.523,3.607
Wales,2016-03-08,5.257,7.078,3.245,12.633,29.379,43.529,1.164,7.173
Wales,2016-03-09,5.931,9.545,2.878,0.0,11.006,16.343,1.436,11.12
Wales,2016-03-10,5.485,9.178,0.945,0.0,4.725,7.671,1.247,10.347
Wales,2016-03-11,6.68,8.762,3.262,0.0,4.707,7.433,0.618,3.863
Wales,2016-03-12,8.167,11.462,5.812,0.0,8.87,15.331,1.519,11.227
Wales,2016-03-13,5.419,9.345,1.878,0.0,20.065,24.711,1.839,14.213
Wales,2016-03-14,6.477,10.978,2.345,0.0,16.386,23.798,1.557,10.307
Wales,2016-03-15,7.269,9.795,4.912,0.0,18.678,21.163,1.452,9.903
Wales,2016-03-16,5.825,10.028,2.745,0.0,12.886,18.387,1.843,15.537
Wales,2016-03-17,4.992,9.478,0.112,0.0,9.028,13.207,1.496,13.013
Wales,2016-03-18,6.144,8.412,4.112,0.0,14.509,19.486,1.277,8.543
Wales,2016-03-19,5.926,9.278,2.795,0.0,9.453,13.109,1.578,12.953
Wales,2016-03-20,5.78,9.095,1.562,0.0,7.458,11.611,1.364,11.24
Wales,2016-03-21,6.446,9.378,1.645,0.0,4.532,7.412,1.348,10.297
Wales,2016-03-22,6.847,8.812,4.878,0.0,7.547,15.266,1.248,9.267
Wales,2016-03-23,7.746,8.662,6.195,7.867,19.024,27.558,0.499,2.92
Wales,2016-03-24,8.017,10.595,4.678,0.133,13.301,21.833,1.699,13.283
Wales,2016-03-25,8.306,11.395,5.928,13.367,29.442,39.534,0.765,2.613
Wales,2016-03-26,6.836,8.578,5.545,8.4,24.178,31.377,1.214,10.6
Wales,2016-03-28,6.411,8.862,3.862,14.2,22.965,37.349,1.624,13.523
Wales,2016-03-29,5.802,8.445,4.678,6.133,20.035,25.144,1.311,11.637
Wales,2016-03-30,6.688,9.128,4.678,0.967,13.71,18.83,1.851,15.58
Wales,2016-03-31,6.186,10.062,1.545,0.133,8.338,12.644,2.07,17.57
Wales,2016-04-01,6.187,9.362,1.212,3.467,19.009,30.834,1.084,6.25
Wales,2016-04-02,8.562,10.628,6.828,9.367,16.889,23.427,1.238,7.833
Wales,2016-04-03,8.544,11.945,5.412,3.333,12.544,21.864,1.322,9.667
Wales,2016-04-04,8.455,12.028,5.045,5.167,6.604,11.236,1.832,14.857
Wales,2016-04-05,7.619,10.645,4.528,0.0,13.135,19.241,1.926,16.323
Wales,2016-04-06,7.673,9.012,6.045,2.633,26.286,33.514,2.105,16.39
Wales,2016-04-07,7.314,10.112,5.228,2.6,24.203,32.363,1.825,12.72
Wales,2016-04-08,7.727,9.662,5.928,1.833,14.7,20.043,1.548,12.027
Wales,2016-04-09,5.6,7.528,3.312,3.8,11.632,19.826,1.577,15.177
Wales,2016-04-10,6.598,10.795,2.145,3.867,25.64,37.464,1.993,12.973
Wales,2016-04-11,8.688,10.512,6.512,11.7,12.324,28.694,0.919,5.337
Wales,2016-04-12,8.06,12.028,3.662,0.0,5.294,8.887,2.116,16.433
